time,utId,servedSatId,elev_deg,dist_km,numCandidates
3050,0,55,10.756356162656,1880.58121955272,2
3060,0,55,10.8801368818584,1872.31841393272,2
3070,0,55,10.9685638014111,1866.44857798412,1
3080,0,55,11.0207758573324,1862.99556400932,1
3090,0,55,11.0362489435497,1861.97408991895,1
3100,0,55,11.0148245132018,1863.38867161497,2
3110,0,55,10.9566996030331,1867.23453934636,2
3120,0,55,10.8624334813247,1873.4968739901,2
3130,0,54,10.8774634756151,1872.49630363392,2
3140,0,54,11.0491377957965,1861.12385491815,2
3150,0,54,11.1859980167149,1852.13131288633,2
3160,0,54,11.2867145009923,1845.55513211355,2
3170,0,54,11.35028116486,1841.42264375834,1
3180,0,54,11.376048555308,1839.75146159096,2
3190,0,54,11.3637459419559,1840.54908082716,2
3200,0,54,11.3134879630512,1843.81288328009,2
3210,0,54,11.2257708088746,1849.53019558814,2
3220,0,53,11.1588178913803,1853.91203110381,2
3230,0,53,11.344788020094,1841.77920521742,2
3240,0,53,11.4953179841054,1832.04576265062,2
3250,0,53,11.608916518475,1824.75168482928,2
3260,0,53,11.6844197098416,1819.92798585132,2
3270,0,53,11.7210409204605,1817.59531996638,2
3280,0,53,11.7183840106079,1817.7644046431,2
3290,0,53,11.6764675830331,1820.43511421941,2
3300,0,53,11.5957183055245,1825.59687360277,2
3310,0,53,11.476956573117,1833.22887265277,2
3320,0,52,11.6432812713804,1822.55381051375,2
3330,0,52,11.8081036434441,1812.06788906683,2
3340,0,52,11.9352080012814,1804.04416910317,2
3350,0,52,12.0232645836992,1798.5171992514,3
3360,0,52,12.0713306127973,1795.51121207533,3
3370,0,52,12.0788775486756,1795.03993612913,3
3380,0,52,12.0458130905764,1797.10608521206,2
3390,0,52,11.9724832892183,1801.70137683349,2
3400,0,52,11.8596580449729,1808.80686352042,2
3410,0,51,11.9445880816914,1803.45418254761,2
3420,0,51,12.1243511518509,1792.20430448875,2
3430,0,51,12.2656202943588,1783.43885557245,2
3440,0,51,12.3668821054253,1777.19634892088,3
3450,0,51,12.4270270929414,1773.50454149703,3
3460,0,51,12.4453744627404,1772.38070830088,3
3470,0,51,12.4217096658261,1773.83045652062,3
3480,0,51,12.356283830154,1777.84812117113,2
3490,0,51,12.2498109745987,1784.41650746895,2
3500,0,50,12.2486634252648,1784.48750432158,2
3510,0,50,12.444050696688,1772.46175616365,2
3520,0,50,12.6001770469764,1762.94236011421,3
3530,0,50,12.7153363280765,1755.97163170758,3
3540,0,50,12.7882296715818,1751.58148275157,3
3550,0,50,12.8180140528961,1749.79258759385,3
3560,0,50,12.8043369149648,1750.61370266861,3
3570,0,50,12.7473422406204,1754.0418991941,3
3580,0,50,12.6476736879707,1760.06212213353,2
3590,0,49,12.5554589566525,1765.6608060802,2
3600,0,49,12.7671813587844,1752.84739955527,2
3610,0,49,12.9388975960571,1742.56139125683,3
3620,0,49,13.0686840341301,1734.84964634007,3
3630,0,49,13.1550409480648,1729.74811121562,3
3640,0,49,13.196943618991,1727.28122173401,3
3650,0,49,13.1938854582428,1727.46107370097,3
3660,0,49,13.1458870619003,1730.28775700586,3
3670,0,49,13.0535104019723,1735.74847411446,3
3680,0,49,12.9178205142958,1743.81884063043,2
3690,0,48,13.0937190675653,1733.36826638109,3
3700,0,48,13.2817897185567,1722.30314290707,3
3710,0,48,13.4269756808346,1713.83728418622,3
3720,0,48,13.5275547221147,1708.01110205308,3
3730,0,48,13.5823051839882,1704.85282845764,3
3740,0,48,13.5905426752305,1704.37845441864,3
3750,0,48,13.5521541146397,1706.59093823884,3
3760,0,48,13.467598221968,1711.48037211899,3
3770,0,48,13.3378907323981,1719.02403345425,3
3780,0,47,13.4236187904747,1714.03228071359,3
3790,0,47,13.6288530970347,1702.1750253241,3
3800,0,47,13.7902555367627,1692.94167315215,3
3810,0,47,13.9058671664657,1686.37702768647,3
3820,0,47,13.97424229397,1682.51375519095,3
3830,0,47,13.9945051296585,1681.37161308489,3
3840,0,47,13.9663839542597,1682.95703682295,3
3850,0,47,13.8902263399113,1687.26275393554,3
3860,0,47,13.7669778835484,1694.26837235271,3
3870,0,46,13.756829236337,1694.8473105803,4
3880,0,46,13.9800760092862,1682.18480210554,3
3890,0,46,14.15856068965,1672.17018636626,3
3900,0,46,14.2900603839073,1664.85326468803,3
3910,0,46,14.3728917995453,1660.2709163219,3
3920,0,46,14.4059624290364,1658.44711509035,3
3930,0,46,14.388822339404,1659.39196203592,3
3940,0,46,14.3216875423236,1663.10118988577,3
3950,0,46,14.2054198197697,1669.55689289032,4
3960,0,45,14.0932881755948,1675.82139923047,4
3970,0,45,14.3354366913044,1662.3404489845,3
3980,0,45,14.5319123009536,1651.53086956986,3
3990,0,45,14.6802167024188,1643.44711788053,3
4000,0,45,14.7783915501556,1638.13131167637,3
4010,0,45,14.8251095412093,1635.61158280656,3
4020,0,45,14.8197227320093,1635.90179555349,3
4030,0,45,14.7622863782062,1639.00141645413,3
4040,0,45,14.6535731482127,1644.89463566884,4
4050,0,45,14.4950186767955,1653.55193187064,4
4060,0,44,14.6948948922401,1642.6505554605,4
4070,0,44,14.9103264795385,1631.03175977798,3
4080,0,44,15.0764027650508,1622.16664953748,3
4090,0,44,15.1908725548378,1616.10242047489,3
4100,0,44,15.2521434107186,1612.87187202814,3
4110,0,44,15.259337772445,1612.49324549403,3
4120,0,44,15.2123392021595,1614.96935920568,3
4130,0,44,15.1117996172429,1620.28743480084,4
4140,0,44,14.959103584686,1628.41979648896,4
4150,0,43,15.0584007910626,1623.12375166876,4
4160,0,43,15.2938048445236,1610.68134487614,4
4170,0,43,15.4786801477108,1601.02002053049,3
4180,0,43,15.6104586358351,1594.19215255181,3
4190,0,43,15.6872507260129,1590.23567735587,3
4200,0,43,15.7079260613738,1589.17324767961,3
4210,0,43,15.6721688278302,1591.01143012492,3
4220,0,43,15.5804853039305,1595.74089737125,4
4230,0,43,15.4341928589038,1603.33605207646,4
4240,0,42,15.4258806439298,1603.76940811417,4
4250,0,42,15.6823301347921,1590.48870346427,4
4260,0,42,15.8870973244005,1580.01585476824,4
4270,0,42,16.0372676513708,1572.40871863979,3
4280,0,42,16.1306238547461,1567.71063336496,3
4290,0,42,16.1657529999548,1565.9489140955,3
4300,0,42,16.1421051669657,1567.13447990576,4
4310,0,42,16.0600256023538,1571.26125443798,4
4320,0,42,15.9207371756294,1578.30639894248,4
4330,0,41,15.7972504060907,1584.5968190144,4
4340,0,41,16.0758697303588,1570.46322081447,4
4350,0,41,16.3016883568707,1559.16321628627,4
4360,0,41,16.47140554324,1550.76086387401,4
4370,0,41,16.5824484515042,1545.30491968628,3
4380,0,41,16.6330801816753,1542.82804501578,3
4390,0,41,16.6224901017463,1543.34554517742,4
4400,0,41,16.5508286803296,1546.85518179863,4
4410,0,41,16.4192078052037,1553.33686511893,4
4420,0,41,16.2296337598131,1562.75386776267,4
4430,0,40,16.4743743328542,1550.61456997722,4
4440,0,40,16.7224685227569,1538.47172908176,4
4450,0,40,16.912967348699,1529.25772588949,4
4460,0,40,17.0428997953036,1523.0273586353,3
4470,0,40,17.1101716897775,1519.81875522034,3
4480,0,40,17.1136681601583,1519.65230589201,4
4490,0,40,17.0533208919478,1522.52955011559,4
4500,0,40,16.930096267475,1528.43387562247,4
4510,0,40,16.7459589000348,1537.3304191567,4
4520,0,39,16.8777701278042,1530.95300258396,4
4530,0,39,17.1494386814676,1517.95125603047,4
4540,0,39,17.3620366126848,1507.90877735041,4
4550,0,39,17.5121493000112,1500.88701338851,4
4560,0,39,17.5972873299704,1496.92975209042,3
4570,0,39,17.615994474837,1496.06266734896,4
4580,0,39,17.5679381287514,1498.2918658826,4
4590,0,39,17.4539182467052,1503.60411324344,4
4600,0,39,17.2758286373118,1511.96709011088,4
4610,0,38,17.2859568696057,1511.48931531428,4
4620,0,38,17.5825760952936,1497.61223956733,4
4630,0,38,17.8186722369345,1486.72434273354,4
4640,0,38,17.9903554109062,1478.89354303416,4
4650,0,38,18.0946878255085,1474.17002276028,4
4660,0,38,18.1298255593504,1472.58517453834,4
4670,0,38,18.0951322150001,1474.14996032782,4
4680,0,38,17.9912080901715,1478.85483128991,4
4690,0,38,17.8198496785129,1486.670390115,4
4700,0,37,17.6988145734933,1492.23441362219,4
4710,0,37,18.0218334879774,1477.46561331428,4
4720,0,37,18.2829208658632,1465.71488760524,4
4730,0,37,18.4776652041883,1457.05702122988,4
4740,0,37,18.6026228779828,1451.54931203484,4
4750,0,37,18.655519396252,1449.22894590142,4
4760,0,37,18.6353674134547,1450.11215713937,4
4770,0,37,18.542519970706,1454.19382128449,4
4780,0,37,18.3786561414402,1461.44738241984,4
4790,0,37,18.1466820505634,1471.82594568063,4
4800,0,36,18.4671321794985,1457.522975941,4
4810,0,36,18.7548021040744,1444.89158070912,4
4820,0,36,18.9741991684392,1435.38849321293,4
4830,0,36,19.1213347723583,1429.07784950005,5
4840,0,36,19.1934395004557,1426.00343684953,5
4850,0,36,19.1891175497399,1426.18738174925,4
4860,0,36,19.1084355259024,1429.62910580238,4
4870,0,36,18.9529128169462,1436.3056015327,4
4880,0,36,18.7254353164277,1446.17211691383,4
4890,0,35,18.9183645239823,1437.7963264544,4
4900,0,35,19.23430503885,1424.26628196846,4
4910,0,35,19.480070994656,1413.89896369585,4
4920,0,35,19.6510586124151,1406.76624450079,5
4930,0,35,19.7439425627849,1402.91891056053,5
4940,0,35,19.7568660598017,1402.38512325512,4
4950,0,35,19.6895498708059,1405.16958020776,4
4960,0,35,19.5433171299637,1411.25304125055,4
4970,0,35,19.3210071075917,1420.59325255181,4
4980,0,34,19.3753909670707,1418.29805045789,4
4990,0,34,19.7213914431071,1403.85123884086,4
5000,0,34,19.9953564215764,1392.60060369937,4
5010,0,34,20.1920070884138,1384.62600885008,5
5020,0,34,20.3073871465292,1379.98597221828,5
5030,0,34,20.3391055773134,1378.71541109419,5
5040,0,34,20.2864843381994,1380.82446382256,4
5050,0,34,20.1505963093164,1386.29834125894,4
5060,0,34,19.9342087540007,1395.09741074381,4
5070,0,33,19.8380220149738,1399.04151751138,4
5080,0,33,20.2159834531377,1383.6594379433,4
5090,0,33,20.520109782882,1371.50585948374,4
5100,0,33,20.7443699453689,1362.66939927982,5
5110,0,33,20.8841112823093,1357.21637677034,5
5120,0,33,20.9363301931818,1355.18906901038,5
5130,0,33,20.8998747258066,1356.60379473324,5
5140,0,33,20.7755157333399,1361.45050273807,4
5150,0,33,20.5659011379314,1369.69296037927,4
5160,0,32,20.3060310329353,1380.04034273176,4
5170,0,32,20.7179614116093,1363.70448831216,4
5180,0,32,21.0543423264124,1350.62815540064,4
5190,0,32,21.3083232118425,1340.90889153953,5
5200,0,32,21.4744553204452,1334.62197015456,5
5210,0,32,21.5490427476793,1331.81734397291,5
5220,0,32,21.5303792065772,1332.51808731264,5
5230,0,32,21.4188673111629,1336.71941291524,4
5240,0,32,21.2169924297896,1344.38881369768,4
5250,0,32,20.9291542384003,1355.4673290043,4
5260,0,31,21.2271574054027,1344.0006680885,4
5270,0,31,21.5980290495519,1329.98139477451,4
5280,0,31,21.8839963452686,1319.35827674235,5
5290,0,31,22.0787289062021,1312.21583748023,5
5300,0,31,22.1777386745136,1308.61243875946,5
5310,0,31,22.1786676570279,1308.57871820465,5
5320,0,31,22.0814780581423,1312.11552911201,5
5330,0,31,21.8884335961809,1319.19470583275,4
5340,0,31,21.6039588857385,1329.75947485691,4
5350,0,30,21.7433473812929,1324.56299809598,4
5360,0,30,22.1510934461396,1309.58032199353,4
5370,0,30,22.4714893830707,1298.03175459743,5
5380,0,30,22.6972222881664,1290.01165465196,5
5390,0,30,22.8229004369063,1285.58755321638,5
5400,0,30,22.8454217705035,1284.79784682101,5
5410,0,30,22.7642024462584,1287.65018931453,5
5420,0,30,22.5812287717569,1294.12089317775,4
5430,0,30,22.3009038051031,1304.1561434997,4
5440,0,29,22.2662474886076,1305.4071313643,4
5450,0,29,22.713397633722,1289.44061088602,4
5460,0,29,23.0708484696778,1276.9445974833,5
5470,0,29,23.3301929299897,1268.02397188637,5
5480,0,29,23.4850121233447,1262.75620463698,5
5490,0,29,23.5313332575185,1261.18839675045,5
5500,0,29,23.4679318873267,1263.33527066963,5
5510,0,29,23.2964272132414,1269.17854677683,5
5520,0,29,23.0211581104813,1278.66769104953,4
5530,0,28,22.7955001885187,1286.5496000681,4
5540,0,28,23.2847464003555,1269.57843299537,4
5550,0,28,23.6820686336557,1256.11275239481,5
5560,0,28,23.9778545743888,1246.26833324903,5
5570,0,28,24.1645237681344,1240.13330071998,5
5580,0,28,24.2370961319287,1237.76421284187,5
5590,0,28,24.193574940133,1239.18386527925,5
5600,0,28,24.0351258734452,1244.37971423857,5
5610,0,28,23.7659626048057,1253.30510690834,4
5620,0,28,23.3930222999854,1265.88103295855,4
5630,0,27,23.8648586134964,1250.01115735776,4
5640,0,27,24.3050777292541,1235.55309223202,5
5650,0,27,24.6403738465806,1224.76109531741,5
5660,0,27,24.8618610801745,1217.73453340935,5
5670,0,27,24.9633967810147,1214.54022953605,5
5680,0,27,24.9420731514273,1215.20967658774,5
5690,0,27,24.7984773237361,1219.73711455287,5
5700,0,27,24.5366268739801,1228.08028103724,5
5710,0,27,24.1636501410749,1240.16187440428,4
5720,0,26,24.4533752141946,1230.75672179677,4
5730,0,26,24.9397185704073,1215.28364305814,5
5740,0,26,25.3178499328216,1203.51976253277,5
5750,0,26,25.5774105208574,1195.57660200205,5
5760,0,26,25.7109152447634,1191.53223066678,5
5770,0,26,25.7143761463045,1191.42775576121,5
5780,0,26,25.5876746953169,1195.26467322963,5
5790,0,26,25.3345362432592,1203.0059178748,5
5800,0,26,24.9622337860028,1214.57672226274,4
5810,0,25,25.0498306964807,1211.83422422502,4
5820,0,25,25.5857473879707,1195.32323162159,5
5830,0,25,26.0103091324503,1182.56276913722,5
5840,0,25,26.3115026531073,1173.67739837499,5
5850,0,25,26.4803027954308,1168.75731086674,5
5860,0,25,26.5114573791453,1167.85386942777,5
5870,0,25,26.4039564374958,1170.97734773177,5
5880,0,25,26.1611397852947,1178.09603582731,5
5890,0,25,25.7903720724395,1189.13833404357,5
5900,0,24,25.6536548484375,1193.26346461141,4
5910,0,24,26.2428126939687,1175.69173313955,5
5920,0,24,26.7176823735669,1161.90974333336,5
5930,0,24,27.06439873652,1152.05600891419,5
5940,0,24,27.2721818098259,1146.2335673523,5
5950,0,24,27.3342777733364,1144.50542617592,5
5960,0,24,27.2486058073543,1146.89111994424,5
5970,0,24,27.0179669570594,1153.36553871557,5
5980,0,24,26.6497623350397,1163.86052798256,5
5990,0,23,26.2641482029231,1175.06530996612,4
6000,0,23,26.9104382070412,1156.41011493815,5
6010,0,23,27.4397866635585,1141.58155513708,5
6020,0,23,27.8362758404683,1130.73269535829,5
6030,0,23,28.087119435635,1123.98050680579,5
6040,0,23,28.1837977721738,1121.40085496053,5
6050,0,23,28.1229365715346,1123.02333785655,5
6060,0,23,27.9066234344729,1128.83044770231,5
6070,0,23,27.5421973115595,1138.75846524748,5
6080,0,23,27.0415320455865,1152.70053860908,5
6090,0,22,27.5880005284639,1137.50057054081,5
6100,0,22,28.1763120291225,1121.60014714136,5
6110,0,22,28.6272111998576,1109.72883336719,5
6120,0,22,28.9256134992408,1102.01898136175,5
6130,0,22,29.0609572576136,1098.5598936488,5
6140,0,22,29.0282922392429,1099.39259652262,5
6150,0,22,28.8287733636361,1104.50842340269,5
6160,0,22,28.4695845594168,1113.848279064,5
6170,0,22,27.9631358076012,1127.30720222418,5
6180,0,21,28.2747230435455,1118.98615116576,5
6190,0,21,28.9267909763311,1101.98878651255,5
6200,0,21,29.4371326796259,1089.06764135179,5
6210,0,21,29.7880709584816,1080.37124529325,5
6220,0,21,29.9666522526662,1076.00382800371,5
6230,0,21,29.9660207038823,1076.01920517115,5
6240,0,21,29.7861606667635,1080.41817342576,5
6250,0,21,29.43392823799,1089.14775086009,5
6260,0,21,28.922256582958,1102.10507482966,5
6270,0,20,28.9696426708033,1100.89112124613,6
6280,0,20,29.6905764077039,1082.77198946564,5
6290,0,20,30.2658232496847,1068.77336215631,5
6300,0,20,30.6747764956854,1059.06114396629,5
6310,0,20,30.9017097383139,1053.75563792683,5
6320,0,20,30.9374750546801,1052.92486886522,5
6330,0,20,30.7805749587625,1056.58028653584,5
6340,0,20,30.4373447533533,1064.67600487542,5
6350,0,20,29.9211916625196,1077.1119499608,5
6360,0,19,29.6715777873968,1083.24117520181,6
6370,0,19,30.4668072630452,1063.97568447715,5
6380,0,19,31.1128690843834,1048.8718378723,5
6390,0,19,31.5858693826503,1038.11397087338,5
6400,0,19,31.8668680926694,1031.83988557573,5
6410,0,19,31.9439893043451,1030.13293725231,5
6420,0,19,31.8138649391376,1033.01675054887,5
6430,0,19,31.4820564749033,1040.45377402498,5
6440,0,19,30.9623791242725,1052.34725112388,5
6450,0,18,30.3791358324025,1066.06262428697,6
6460,0,18,31.2543847197412,1045.62702916104,5
6470,0,18,31.9776167269791,1029.39065822482,5
6480,0,18,32.5212831416652,1017.55704811142,5
6490,0,18,32.8627395563975,1010.28290246264,5
6500,0,18,32.9868437943784,1007.66872222131,5
6510,0,18,32.8878951629724,1009.75174651417,5
6520,0,18,32.5703848779548,1016.50359479503,5
6530,0,18,32.0483943906132,1027.83230812616,5
6540,0,18,31.343797100024,1043.58847727726,6
6550,0,17,32.0519199148542,1027.75482517346,6
6560,0,17,32.859155324725,1010.35863546623,5
6570,0,17,33.4807336506602,997.419036926034,5
6580,0,17,33.8897630664133,989.112994478165,5
6590,0,17,34.0672364752147,985.559501969901,5
6600,0,17,34.0045631096367,986.810940195672,5
6610,0,17,33.7047437741549,992.849919193699,5
6620,0,17,33.1819682026365,1003.590110681,5
6630,0,17,32.459671591134,1018.88244841957,6
6640,0,16,32.8577270009998,1010.38881888391,6
